accuracy_at_0.5,brier_score,log_loss,posterior_mean_churn,posterior_churn_q2.5,posterior_churn_q97.5
0.7996302616609784,0.13674671532094174,0.4199816566007284,0.2658256409372665,0.2565287388688748,0.2750299934927445
